machine_id,machine_type,hospital_site,install_date,date,daily_usage_hours
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-12,8.92
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-13,8.9
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-14,6.81
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-15,3.85
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-16,8.97
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-17,9.16
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-18,8.99
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-19,8.8
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-20,8.09
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-21,5.25
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-22,2.54
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-23,7.96
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-24,9.37
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-25,9.27
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-26,7.53
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-27,8.86
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-28,6.17
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-29,3.98
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-30,9.78
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-31,8.99
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-01,8.28
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-02,8.09
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-03,9.23
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-04,5.68
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-05,4.17
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-06,9.84
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-07,8.85
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-08,7.96
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-09,8.7
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-10,9.13
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-11,5.21
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-12,2.67
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-13,9.16
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-14,8.56
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-15,8.46
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-16,9.21
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-17,8.64
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-18,5.57
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-19,3.35
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-20,8.05
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-21,8.57
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-22,10.11
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-23,8.03
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-24,7.27
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-25,3.89
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-26,3.16
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-27,8.98
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-28,8.87
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-29,9.93
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-30,6.82
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-01,9.28
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-02,6.62
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-03,2.23
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-04,8.66
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-05,8.36
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-06,8.24
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-07,8.7
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-08,10.1
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-09,6.85
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-10,2.87
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-11,10.48
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-12,8.99
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-13,10.36
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-14,8.88
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-15,9.06
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-16,5.67
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-17,5.68
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-18,9.64
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-19,8.39
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-20,9.73
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-21,8.67
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-22,8.57
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-23,6.1
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-24,3.16
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-25,9.18
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-26,8.97
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-27,9.23
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-28,9.3
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-29,7.41
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-30,5.91
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-31,2.35
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-01,7.81
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-02,8.91
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-03,9.03
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-04,8.4
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-05,9.62
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-06,4.3
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-07,2.81
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-08,8.49
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-09,8.92
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-10,9.18
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-11,8.15
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-12,9.54
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-13,5.43
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-14,1.62
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-15,7.39
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-16,8.95
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-17,8.78
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-18,8.88
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-19,8.94
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-20,5.56
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-21,3.89
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-22,8.07
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-23,8.02
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-24,8.08
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-25,9.19
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-26,9.96
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-27,5.03
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-28,1.13
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-29,7.6
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-30,8.29
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-31,8.51
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-01,8.63
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-02,8.99
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-03,5.13
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-04,3.98
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-05,8.42
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-06,8.27
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-07,9.34
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-08,7.73
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-09,9.27
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-10,5.46
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-11,3.02
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-12,10.23
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-13,8.46
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-14,10.61
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-15,8.78
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-16,7.94
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-17,5.43
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-18,2.27
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-19,8.36
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-20,9.28
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-21,9.4
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-22,8.46
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-23,9.75
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-24,6.3
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-25,4.28
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-26,9.38
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-27,10.05
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-28,7.45
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-29,8.7
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-30,8.27
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-01,5.47
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-02,2.68
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-03,8.83
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-04,10.46
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-05,8.82
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-06,9.29
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-07,8.77
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-08,5.44
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-09,3.14
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-10,9.32
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-11,9.89
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-12,10.28
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-13,9.21
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-14,9.43
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-15,4.45
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-16,3.07
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-17,9.71
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-18,9.65
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-19,9.13
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-20,9.67
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-21,9.35
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-22,6.34
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-23,3.37
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-24,8.67
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-25,9.23
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-26,6.61
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-27,9.27
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-28,6.04
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-29,4.0
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-30,8.57
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-31,9.34
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-01,8.03
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-02,8.39
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-03,10.06
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-04,8.57
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-05,7.17
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-06,3.13
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-07,9.29
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-08,10.25
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-09,9.06
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-10,8.16
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-11,8.87
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-12,5.35
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-13,2.04
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-14,8.75
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-15,8.37
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-16,9.7
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-17,8.99
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-18,8.73
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-19,5.29
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-20,3.31
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-21,9.45
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-22,8.16
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-23,8.13
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-24,9.84
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-25,8.63
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-26,4.24
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-27,3.49
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-28,9.33
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-29,7.73
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-11-30,9.14
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-01,9.55
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-02,9.26
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-03,5.88
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-04,2.01
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-05,9.22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-06,8.72
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-07,8.57
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-08,9.66
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-09,10.14
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-10,6.81
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-11,4.19
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-12,8.87
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-13,9.24
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-14,9.57
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-15,9.06
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-16,9.06
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-17,6.03
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-18,3.09
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-19,8.38
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-20,8.63
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-21,9.47
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-22,8.96
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-23,9.23
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-24,5.91
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-25,2.84
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-26,9.56
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-27,9.26
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-28,7.97
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-29,10.11
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-30,8.56
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-12-31,4.05
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-01,2.3
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-02,8.14
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-03,9.0
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-04,8.74
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-05,8.69
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-06,9.45
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-07,5.65
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-08,3.39
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-09,9.29
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-10,9.45
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-11,7.27
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-12,8.67
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-13,7.22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-14,5.4
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-15,3.13
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-16,9.8
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-17,9.91
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-18,9.12
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-19,8.56
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-20,9.35
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-21,4.95
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-22,3.13
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-23,9.75
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-24,8.51
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-25,9.6
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-26,9.5
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-27,8.2
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-28,6.15
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-29,3.69
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-30,9.04
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-01-31,8.35
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-01,8.27
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-02,8.53
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-03,9.39
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-04,4.61
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-05,3.49
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-06,7.97
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-07,8.8
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-08,9.05
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-09,10.92
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-10,7.86
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-11,6.55
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-12,3.26
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-13,9.29
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-14,9.05
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-15,9.31
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-16,8.84
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-17,10.12
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-18,5.01
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-19,4.04
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-20,8.44
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-21,8.91
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-22,8.1
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-23,9.32
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-24,10.12
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-25,5.31
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-26,2.98
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-27,8.57
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-02-28,8.78
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-01,7.68
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-02,8.23
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-03,9.14
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-04,6.43
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-05,5.38
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-06,8.49
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-07,10.11
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-08,9.15
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-09,8.84
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-10,9.31
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-11,5.43
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-12,3.22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-13,8.63
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-14,7.84
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-15,7.72
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-16,8.57
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-17,8.74
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-18,4.9
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-19,3.14
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-20,9.6
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-21,9.1
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-22,8.43
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-23,9.94
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-24,10.22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-25,5.77
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-26,3.91
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-27,9.95
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-28,9.86
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-29,9.45
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-30,9.44
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2023-03-31,9.37
CT-201,CT,Riverside General,2015-09-05,2022-04-01,9.79
CT-201,CT,Riverside General,2015-09-05,2022-04-02,7.09
CT-201,CT,Riverside General,2015-09-05,2022-04-03,2.55
CT-201,CT,Riverside General,2015-09-05,2022-04-04,10.06
CT-201,CT,Riverside General,2015-09-05,2022-04-05,11.95
CT-201,CT,Riverside General,2015-09-05,2022-04-06,11.53
CT-201,CT,Riverside General,2015-09-05,2022-04-07,12.11
CT-201,CT,Riverside General,2015-09-05,2022-04-08,10.53
CT-201,CT,Riverside General,2015-09-05,2022-04-09,5.43
CT-201,CT,Riverside General,2015-09-05,2022-04-10,3.55
CT-201,CT,Riverside General,2015-09-05,2022-04-11,10.86
CT-201,CT,Riverside General,2015-09-05,2022-04-12,10.84
CT-201,CT,Riverside General,2015-09-05,2022-04-13,11.79
CT-201,CT,Riverside General,2015-09-05,2022-04-14,10.45
CT-201,CT,Riverside General,2015-09-05,2022-04-15,11.09
CT-201,CT,Riverside General,2015-09-05,2022-04-16,5.57
CT-201,CT,Riverside General,2015-09-05,2022-04-17,4.18
CT-201,CT,Riverside General,2015-09-05,2022-04-18,10.78
CT-201,CT,Riverside General,2015-09-05,2022-04-19,10.1
CT-201,CT,Riverside General,2015-09-05,2022-04-20,10.56
CT-201,CT,Riverside General,2015-09-05,2022-04-21,10.61
CT-201,CT,Riverside General,2015-09-05,2022-04-22,10.53
CT-201,CT,Riverside General,2015-09-05,2022-04-23,8.06
CT-201,CT,Riverside General,2015-09-05,2022-04-24,3.68
CT-201,CT,Riverside General,2015-09-05,2022-04-25,10.55
CT-201,CT,Riverside General,2015-09-05,2022-04-26,8.89
CT-201,CT,Riverside General,2015-09-05,2022-04-27,9.97
CT-201,CT,Riverside General,2015-09-05,2022-04-28,10.54
CT-201,CT,Riverside General,2015-09-05,2022-04-29,10.16
CT-201,CT,Riverside General,2015-09-05,2022-04-30,7.71
CT-201,CT,Riverside General,2015-09-05,2022-05-01,3.62
CT-201,CT,Riverside General,2015-09-05,2022-05-02,11.93
CT-201,CT,Riverside General,2015-09-05,2022-05-03,10.83
CT-201,CT,Riverside General,2015-09-05,2022-05-04,10.81
CT-201,CT,Riverside General,2015-09-05,2022-05-05,10.27
CT-201,CT,Riverside General,2015-09-05,2022-05-06,10.78
CT-201,CT,Riverside General,2015-09-05,2022-05-07,8.01
CT-201,CT,Riverside General,2015-09-05,2022-05-08,1.68
CT-201,CT,Riverside General,2015-09-05,2022-05-09,8.97
CT-201,CT,Riverside General,2015-09-05,2022-05-10,10.28
CT-201,CT,Riverside General,2015-09-05,2022-05-11,10.79
