machine_id,machine_type,hospital_site,install_date,date,daily_usage_hours,age_years,manufacturer,last_service_date
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-03,8.88,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-04,5.89,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-05,2.28,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-06,8.88,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-07,8.72,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-08,7.91,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-09,7.64,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-10,9.44,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-11,5.05,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-12,2.29,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-13,8.81,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-14,9.79,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-15,7.06,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-16,7.69,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-17,8.15,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-18,6.5,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-19,3.34,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-20,9.5,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-21,7.98,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-22,7.99,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-23,9.25,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-24,8.93,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-25,5.77,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-26,2.96,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-27,9.11,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-28,9.01,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-29,9.51,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-30,9.53,3.75,Siemens Healthineers,2023-01-02
MRI-102,MRI,Lakeview Medical Center,2019-07-01,2023-03-31,7.59,3.75,Siemens Healthineers,2023-01-02
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-01,7.16,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-02,6.18,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-03,4.09,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-04,8.14,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-05,7.47,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-06,9.04,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-07,9.7,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-08,10.4,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-09,5.79,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-10,2.84,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-11,8.24,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-12,8.97,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-13,8.72,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-14,8.15,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-15,10.6,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-16,6.8,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-17,4.04,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-18,8.22,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-19,9.64,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-20,9.47,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-21,9.31,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-22,9.96,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-23,5.88,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-24,3.73,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-25,9.47,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-26,9.23,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-27,7.53,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-28,9.03,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-29,8.51,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-04-30,4.35,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-01,4.48,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-02,10.34,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-03,10.05,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-04,9.16,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-05,10.04,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-06,8.97,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-07,5.54,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-08,2.26,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-09,9.28,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-10,9.01,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-11,7.92,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-12,8.92,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-13,8.9,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-14,6.81,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-15,3.85,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-16,8.97,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-17,9.16,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-18,8.99,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-19,8.8,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-20,8.09,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-21,5.25,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-22,2.54,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-23,7.96,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-24,9.37,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-25,9.27,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-26,7.53,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-27,8.86,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-28,6.17,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-29,3.98,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-30,9.78,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-05-31,8.99,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-01,8.28,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-02,8.09,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-03,9.23,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-04,5.68,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-05,4.17,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-06,9.84,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-07,8.85,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-08,7.96,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-09,8.7,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-10,9.13,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-11,5.21,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-12,2.67,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-13,9.16,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-14,8.56,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-15,8.46,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-16,9.21,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-17,8.64,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-18,5.57,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-19,3.35,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-20,8.05,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-21,8.57,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-22,10.11,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-23,8.03,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-24,7.27,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-25,3.89,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-26,3.16,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-27,8.98,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-28,8.87,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-29,9.93,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-06-30,6.82,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-01,9.28,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-02,6.62,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-03,2.23,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-04,8.66,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-05,8.36,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-06,8.24,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-07,8.7,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-08,10.1,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-09,6.85,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-10,2.87,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-11,10.48,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-12,8.99,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-13,10.36,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-14,8.88,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-15,9.06,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-16,5.67,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-17,5.68,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-18,9.64,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-19,8.39,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-20,9.73,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-21,8.67,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-22,8.57,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-23,6.1,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-24,3.16,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-25,9.18,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-26,8.97,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-27,9.23,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-28,9.3,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-29,7.41,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-30,5.91,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-07-31,2.35,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-01,7.81,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-02,8.91,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-03,9.03,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-04,8.4,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-05,9.62,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-06,4.3,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-07,2.81,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-08,8.49,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-09,8.92,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-10,9.18,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-11,8.15,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-12,9.54,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-13,5.43,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-14,1.62,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-15,7.39,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-16,8.95,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-17,8.78,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-18,8.88,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-19,8.94,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-20,5.56,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-21,3.89,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-22,8.07,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-23,8.02,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-24,8.08,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-25,9.19,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-26,9.96,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-27,5.03,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-28,1.13,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-29,7.6,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-30,8.29,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-08-31,8.51,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-01,8.63,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-02,8.99,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-03,5.13,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-04,3.98,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-05,8.42,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-06,8.27,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-07,9.34,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-08,7.73,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-09,9.27,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-10,5.46,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-11,3.02,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-12,10.23,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-13,8.46,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-14,10.61,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-15,8.78,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-16,7.94,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-17,5.43,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-18,2.27,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-19,8.36,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-20,9.28,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-21,9.4,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-22,8.46,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-23,9.75,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-24,6.3,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-25,4.28,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-26,9.38,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-27,10.05,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-28,7.45,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-29,8.7,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-09-30,8.27,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-01,5.47,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-02,2.68,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-03,8.83,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-04,10.46,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-05,8.82,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-06,9.29,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-07,8.77,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-08,5.44,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-09,3.14,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-10,9.32,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-11,9.89,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-12,10.28,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-13,9.21,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-14,9.43,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-15,4.45,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-16,3.07,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-17,9.71,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-18,9.65,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-19,9.13,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-20,9.67,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-21,9.35,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-22,6.34,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-23,3.37,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-24,8.67,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-25,9.23,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-26,6.61,1.36,GE HealthCare,2023-01-22
MRI-103,MRI,St. Anne's Hospital,2021-11-20,2022-10-27,9.27,1.36,GE HealthCare,2023-01-22
